"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.206776483719098,0.204855845665149,0.228359793139873,107.660307622228,1.36699350564036e-81,4,98.4346686046832,-184.869337209366,-152.392753104807,86.1488183430072,1652,1657
