"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.116085782015933,0.113911331295185,0.208172658255244,53.3862556222932,2.57557582844441e-42,4,247.886032685072,-483.772065370144,-451.390373754418,70.4641012788586,1626,1631
