"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.555656867549242,0.554289657910932,0.175842312659284,406.416727895567,4.27768938719038e-283,5,523.668198883189,-1033.33639776638,-995.557757548032,50.2458432472186,1625,1631
