"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.485661951488991,0.484104295375996,0.175500995373866,311.790225992259,2.62134075644657e-235,5,535.187500417528,-1056.37500083506,-1018.48565271307,50.8517895717862,1651,1657
