"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.110357093361476,0.108168549925711,0.208846157054356,50.4249043258742,4.67826919750554e-40,4,242.617793190406,-473.235586380812,-440.853894765086,70.9207823564221,1626,1631
