"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.0748834237584205,0.0206756223640528,3.62182199112975,0.000301521927184866
"2","location_binaryTRUE",-0.0378879262877767,0.00877796905564096,-4.31625197669487,1.68276030878725e-05
"3","degree_of_diff",-0.0354005724197047,0.0321193151866539,-1.10215838083666,0.270556031604845
"4","Number_Backers",0.78830852564039,0.0283857446057908,27.771282261152,3.10047825889595e-139
"5","Creator_nb_projects",-0.0181925279239946,0.0357911249645831,-0.508297180991012,0.611313939908525
"6","Goal_USD",0.503339275776127,0.0202046234079916,24.9120840122682,2.71592480702989e-116
