"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.606763911038072,0.605332920903567,0.173323514381715,424.016837298485,2.16266888059514e-275,5,463.453024440555,-912.90604888111,-876.297177434052,41.2763898361016,1374,1380
