"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.485275344080888,0.483716517139886,0.175566941535048,311.308029978441,4.86835803722431e-235,5,534.564983924988,-1055.12996784998,-1017.24061972799,50.8900128349119,1651,1657
