"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.21031534717649,0.178751782621704,0.193248055481159,6.66323180360187,1.21110025101997e-39,53,337.824585473977,-565.649170947954,-278.008038149635,49.5192193160523,1326,1380
