"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.606302927901816,0.604870260244981,0.173425076543891,423.198586922352,4.8311812272412e-275,5,462.644624398111,-911.289248796223,-874.680377349164,41.3247773574256,1374,1380
