"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.204674936427248,0.202749209881067,0.228662098511939,106.284527693275,1.20365625616525e-80,4,96.2425632210239,-180.485126442048,-148.008542337488,86.3770589487997,1652,1657
