"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00875381228822483,0.0185503539833604,0.471894622392489,0.637076935637437
"2","location_binaryTRUE",-0.00385877483466398,0.00944420445244874,-0.408586541523194,0.682906778353986
"3","degree_of_diff",0.123387411525846,0.0322197121233966,3.82956281711303,0.000134152231674007
"4","Number_Backers",1.16705928354129,0.0376410895694584,31.0049283081388,1.8617043082041e-160
"5","Creator_nb_projects",-0.000806100486968188,0.0342226992219186,-0.0235545560489252,0.981211341283694
"6","Goal_USD",0.563090934042045,0.0235851254875097,23.8748330739325,1.14788506531518e-105
