"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.0887302458703152,0.086079279312847,0.203860072638205,33.4709035164358,1.12121313767426e-26,4,239.012949852775,-466.02589970555,-434.646867036642,57.1435276720747,1375,1380
