"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.0880283599964673,0.0853753515891842,0.203938566938526,33.1805808661642,1.88877086836001e-26,4,238.481696801547,-464.963393603094,-433.584360934186,57.1875412417922,1375,1380
