"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.550700192554234,0.549317731608247,0.176820358594009,398.347739336011,3.46589299825689e-279,5,514.621610518244,-1015.24322103649,-977.464580818141,50.8063387216349,1625,1631
