,project_slug,location,Category,launch_date,Creator_nb_projects,top_country,Staff_recommended,pledged_binary,avg_pledge,labels
3048,wild-west-playing-cards-deadwood-and-the-black-hil,us,Playing Cards,2019-04-08 15:59:03,10.0,united states,False,1,53.15486725663717,5
3052,city-of-brass-epic-adventure-for-5e-and-swords-and,us,Tabletop Games,2018-06-24 22:22:36,24.0,united states,False,1,90.17586649550707,6
3057,the-letter-2,ph,Video Games,2015-10-23 17:48:42,2.0,united states,False,1,65.53370656370656,1
3063,the-demon-collective-vol-1,us,Tabletop Games,2019-02-05 15:00:14,1.0,united states,False,1,11.314543973941369,6
3067,carbon-fiber-playing-cards-2,us,Tabletop Games,2019-05-02 11:30:32,2.0,united states,False,0,82.14270489285715,5
3087,dnd-campaign-and-character-journals,us,Tabletop Games,2019-06-03 15:04:04,4.0,united states,False,0,32.958333333333336,6
3088,patchwork-world-rpg-zine-set,us,Tabletop Games,2019-02-01 13:34:01,1.0,united states,False,1,25.379527559055116,6
3094,something-to-do-with-love,us,Video Games,2017-10-19 11:39:54,2.0,united states,False,1,59.57142857142857,1
3101,perfect-trine,us,Playing Cards,2019-06-14 10:58:31,1.0,united states,False,0,25.174418604651162,5
3102,primordial-power-apocalyptic-magic-for-5e,us,Tabletop Games,2018-06-30 12:00:05,1.0,united states,False,1,16.653465346534652,6
3103,my-first-castellan-episode-1,us,Video Games,2019-05-21 02:28:30,1.0,united states,False,0,42.45454545454545,1
3109,dark-streets-and-darker-secrets,us,Tabletop Games,2019-03-12 14:10:11,14.0,united states,False,1,18.523255813953487,6
3110,rpg-campaign-journal,us,Tabletop Games,2019-01-29 18:00:10,4.0,united states,False,1,31.558659217877096,6
3121,dandd-5e-path-edgar-allan-poe-themed-2-wk-fantasy,us,Tabletop Games,2019-03-01 20:01:08,6.0,united states,False,1,73.76315789473684,6
3138,zone-playing-cards-printed-by-uspcc,hk,Playing Cards,2018-10-22 14:54:11,16.0,united states,False,1,49.000708414878055,5
3157,wild-reserve-pink-boar-playing-cards,us,Playing Cards,2019-03-27 16:14:00,1.0,united states,False,1,47.73456790123457,5
3158,icebound-a-visual-novel,us,Video Games,2013-08-23 03:07:39,1.0,united states,False,1,32.52288990825688,1
3177,pixel-happy-game-girls,us,Video Games,2018-11-21 06:47:29,1.0,united states,False,1,11.661016949152541,1
3184,bios-ex-a-psychological-visual-novel-game,it,Video Games,2019-01-16 16:49:31,3.0,united states,False,1,49.741207799142856,1
3189,1st-edition-tokyo-magic-junction-playing-cards,jp,Playing Cards,2019-05-30 09:52:49,1.0,united states,False,1,51.478519552363636,5
3210,welcome-back-playing-cards-white,jp,Playing Cards,2019-04-07 12:32:00,1.0,japan,False,1,52.28927501086957,5
3211,still-alive-sci-fi-horror-visual-novel-with-yuri-c,jp,Video Games,2019-05-15 09:36:44,2.0,united states,False,0,30.31149215316832,1
3222,playing-card-designer-sketchbook-and-pad,us,Playing Cards,2019-07-03 12:32:12,18.0,united states,False,1,19.05263157894737,5
3230,luminosity-playing-cards-inspired-by-norse-mytholo,us,Playing Cards,2019-04-17 16:00:02,13.0,united states,False,1,51.581172291296625,5
3231,fantastic-adventures-ruins-of-the-grendleroot-for-5e,us,Tabletop Games,2019-06-03 22:00:22,5.0,united states,False,1,24.312897628687104,6
3246,the-isle-of-the-amazons-rpg-zine-for-zinequest,us,Tabletop Games,2019-02-14 02:17:12,8.0,united states,False,1,18.43877551020408,6
3255,odyssey-playing-cards-nova-edition,es,Playing Cards,2019-03-19 11:44:52,4.0,united states,False,1,40.69624723708831,5
3257,sensory-playing-cards-by-lunzi,hk,Playing Cards,2019-01-24 15:06:49,3.0,united states,False,1,54.21352029362791,5
3260,jungle-tomb-of-the-mummy-bride,us,Tabletop Games,2018-09-01 14:43:40,2.0,united states,False,1,24.544401544401545,6
3270,blvck-spades-playing-cards,us,Playing Cards,2019-07-01 03:36:07,1.0,united states,False,1,42.21473684210526,5
3276,bicycle-stained-glass-leviathan-playing-cards,us,Playing Cards,2018-11-26 19:35:05,88.0,united states,False,1,21.58832807570978,5
3277,off-the-beaten-path-mountain-excursions,us,Tabletop Games,2019-01-09 19:19:48,12.0,united states,False,1,10.419753086419753,6
3279,a-more-beautiful-world-a-visual-novel,sg,Video Games,2015-12-02 22:56:59,3.0,united states,False,1,41.86764705882353,1
3295,the-folio-21-1e-5e-dandd-adventure,us,Tabletop Games,2019-03-31 17:00:00,52.0,united states,False,1,27.48427672955975,6
3301,kingpin-playing-cards-narco-limited-edition,us,Playing Cards,2019-04-17 14:37:14,1.0,united states,False,0,24.53846153846154,5
3323,zelda-nes-inspired-dungeons-and-dragons-character,us,Tabletop Games,2018-10-29 09:00:29,4.0,united states,False,1,5.008771929824562,6
3331,cardistry-club-playing-cards-designed-for-cardistr,us,Playing Cards,2019-05-04 17:59:38,15.0,united states,False,0,137.58510638297872,5
3334,voices-from-the-sea,us,Video Games,2014-02-11 18:10:48,1.0,united states,False,1,23.984095744680854,1
3338,interactive-visual-novel-dating-game-story,gb,Video Games,2018-10-02 20:50:21,1.0,united states,False,1,20.84279014111675,1
3354,alley-oop-playing-cards-limited-to-1000,us,Playing Cards,2019-04-22 16:01:15,1.0,united states,False,0,31.441176470588236,5
3368,mountain-playing-cards,hk,Playing Cards,2019-05-12 22:18:49,2.0,united states,False,1,64.27984113085105,5
3375,mizari-loves-company-otome-visual-novel-rpg,ca,Video Games,2018-03-01 14:34:43,2.0,united states,False,1,25.153046954405593,1
3382,mirage-deck-of-playing-cards,us,Playing Cards,2018-10-16 04:14:38,3.0,united states,False,1,42.92776523702032,5
3387,paisley-playing-cards-magical-gold,nl,Playing Cards,2019-05-17 14:57:11,9.0,united states,False,1,67.73253716103125,5
3389,kisaragi-no-hougyoku-and-candy-box-2-school-visual,jp,Video Games,2016-06-29 17:00:28,3.0,united states,False,1,20.978592230243905,1
3400,the-rpg-coloring-book,us,Tabletop Games,2018-07-09 15:03:26,8.0,united states,False,1,17.615384615384617,6
3415,my-love-limited-edition-playing-cards,hk,Games,2019-07-23 14:59:15,3.0,united states,False,1,66.58214703260869,5
3421,the-citadel-at-norvorn,us,Tabletop Games,2019-02-19 16:00:46,7.0,united states,False,1,43.38333333333333,6
3431,triangle-playing-cards,us,Playing Cards,2019-05-08 20:41:21,22.0,united states,False,1,32.325581395348834,5
3450,retro-sci-fi-character-sheets-dandd5e,ca,Tabletop Games,2018-12-14 14:00:03,2.0,united states,False,1,2.3483799267333336,6
3454,tank-masters-playing-cards,us,Playing Cards,2019-03-05 18:00:03,9.0,united states,False,1,41.59607843137255,5
3466,rising-angels-fates-visual-novel,us,Video Games,2014-08-21 19:13:30,2.0,united states,False,1,41.48726114649681,1
3470,mysenpai,gb,Video Games,2018-09-03 14:53:38,14.0,united states,False,1,52.355461522378384,1
3471,us-national-park-playing-cards,us,Playing Cards,2019-06-06 04:29:14,1.0,united states,False,1,25.364,5
3478,maya-playing-cards,mx,Playing Cards,2019-04-25 22:47:37,3.0,united states,False,0,34.666709497837836,5
3483,knights-of-gartania-a-dandd-character-supplement-b,gb,Tabletop Games,2019-01-28 20:24:25,2.0,united states,False,1,36.222077086333336,6
